,id,questionText,options,answerKey,scoreA,scoreB,scoreC,scoreD,scoreE,isCorrect,model,modelAnswer
23,f36489668c28b26c0cdbc56cec1db27b,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?","[{'label': 'A', 'text': 'car'}, {'label': 'B', 'text': 'fuel system'}, {'label': 'C', 'text': 'accelerate'}, {'label': 'D', 'text': 'boat'}, {'label': 'E', 'text': 'airplane'}]",E,-103.38202765956521,-130.49123180285096,-117.13574810698628,-114.80784223228693,-109.0125727429986,False,albert-xxlarge-v2,A
24,0476192858e7f541611b5c2d3c5e5197,"Sean was lying about the body, but he was very scared.  He constantly worried about what?","[{'label': 'A', 'text': 'the reward money'}, {'label': 'B', 'text': 'hurt feelings'}, {'label': 'C', 'text': 'being found out'}, {'label': 'D', 'text': 'problems'}, {'label': 'E', 'text': 'trouble'}]",C,-106.09607453644276,-97.57567125931382,-87.19256567023695,-94.98618533089757,-97.4708275385201,True,albert-xxlarge-v2,C
25,df7861813910ae204c3bd0b3c16fe5d9,"The drug kingpin told his man to run errands, this was code to go to all the dealers to do what they had?","[{'label': 'A', 'text': 'park'}, {'label': 'B', 'text': 'make time for'}, {'label': 'C', 'text': 'receive instructions'}, {'label': 'D', 'text': 'take money'}, {'label': 'E', 'text': 'leave work'}]",D,-129.99930974654853,-137.63294332847,-140.99364287033677,-122.43602827191353,-142.46548455301672,True,albert-xxlarge-v2,D
26,c12a904025471139df4f8860cc380c60,"Though he could've kept going his body appreciated the rest, it had been constantly what during the day?","[{'label': 'A', 'text': 'walk'}, {'label': 'B', 'text': 'lay down'}, {'label': 'C', 'text': 'working'}, {'label': 'D', 'text': 'moving'}, {'label': 'E', 'text': 'exercise'}]",D,-88.19481695070863,-89.42641234770417,-89.66912539303303,-87.99693956971169,-91.33199663832784,True,albert-xxlarge-v2,D
27,a69bd1bf3c06a233d696a00d71a9db36,Too many people want exotic snakes.  The demand is driving what to carry them?,"[{'label': 'A', 'text': 'ditch'}, {'label': 'B', 'text': 'shop'}, {'label': 'C', 'text': 'north america'}, {'label': 'D', 'text': 'pet shops'}, {'label': 'E', 'text': 'outdoors'}]",D,-98.21293548494577,-87.06242524366826,-90.19218208547682,-87.80658834055066,-89.57813160866499,False,albert-xxlarge-v2,B
28,84e983f432647531b55b8b72c12fb78a,"Joe suffered many consequences from stabbing a stranger to death.   Among them, the family of the victim did something to him. What was that?","[{'label': 'A', 'text': 'knife wounds'}, {'label': 'B', 'text': 'buy a gun'}, {'label': 'C', 'text': 'bleeding'}, {'label': 'D', 'text': 'jail time'}, {'label': 'E', 'text': 'law suit'}]",E,-53.4072411544621,-44.552423727698624,-52.159634390845895,-54.48742692172527,-54.24698836077005,False,albert-xxlarge-v2,B
29,68f123f22be7bff13875e8b752b2d933,To prevent any glare during the big football game he made sure to clean the dust of his what?,"[{'label': 'A', 'text': 'television'}, {'label': 'B', 'text': 'attic'}, {'label': 'C', 'text': 'corner'}, {'label': 'D', 'text': 'they cannot clean corner and library during football match they cannot need that'}, {'label': 'E', 'text': 'ground'}]",A,-87.30394904688,-90.77094139903784,-94.04628409445286,-166.81036649644375,-95.79146791994572,True,albert-xxlarge-v2,A
30,c9580b132b323906f0d51e7dc5b4ce29,"I have something in my head I want to share, what ways can I do that?","[{'label': 'A', 'text': 'write an essay'}, {'label': 'B', 'text': 'organize thoughts'}, {'label': 'C', 'text': 'speak information'}, {'label': 'D', 'text': 'summarize main points'}, {'label': 'E', 'text': 'have information'}]",C,-23.275350688956678,-51.016243829159066,-45.753953895298764,-50.92249515859294,-44.85119495354593,False,albert-xxlarge-v2,A
31,80930e9df9ac4ad752749a54e7fc124f,"He wanted a house that was gated off from other places, where should he start looking?","[{'label': 'A', 'text': 'neighborhood'}, {'label': 'B', 'text': 'subdivision'}, {'label': 'C', 'text': 'city'}, {'label': 'D', 'text': 'suburbs'}, {'label': 'E', 'text': 'street'}]",B,-47.17282147333026,-54.018025659024715,-49.51066469401121,-48.73914369568229,-48.939469523727894,False,albert-xxlarge-v2,A
32,f080ab037c1aaf689a43cc030e9d93e9,Where in Southern Europe would you find many canals?,"[{'label': 'A', 'text': 'michigan'}, {'label': 'B', 'text': 'new york'}, {'label': 'C', 'text': 'amsterdam'}, {'label': 'D', 'text': 'venice'}, {'label': 'E', 'text': 'bridge'}]",D,-46.12840003333986,-46.26025683246553,-34.50387725606561,-31.18686551041901,-47.166668239980936,True,albert-xxlarge-v2,D
33,a261d4eaf8b33c0730d830ebbffbd9f8,What would a camper need to do before he or she can start cooking food?,"[{'label': 'A', 'text': 'make breakfast'}, {'label': 'B', 'text': 'go hiking'}, {'label': 'C', 'text': 'pack or bag'}, {'label': 'D', 'text': 'light fire'}, {'label': 'E', 'text': 'grab a match'}]",D,-40.954952902160585,-42.594485197681934,-46.60442768165376,-37.13303918018937,-42.8619476754684,True,albert-xxlarge-v2,D
34,bfd14dedb440ae1c266c61aa22960778,What could happen to a paper if you leave it outside even if it does not move?,"[{'label': 'A', 'text': 'one material often recycled'}, {'label': 'B', 'text': 'ripped'}, {'label': 'C', 'text': 'saturated with water'}, {'label': 'D', 'text': 'one dimensional'}, {'label': 'E', 'text': 'crumpled'}]",C,-88.37498882645741,-52.758790453663096,-46.53709096158855,-76.28850156557746,-49.755139629589394,True,albert-xxlarge-v2,C
35,5a953b5fb26f1614640574f65410e8b0,"Mark's semen was very thick, but after his vasectomy it was also what?","[{'label': 'A', 'text': 'blank'}, {'label': 'B', 'text': 'sparse'}, {'label': 'C', 'text': 'thin'}, {'label': 'D', 'text': 'clear'}, {'label': 'E', 'text': 'free flowing'}]",D,-62.159203536226414,-60.87104926316533,-41.537645135307685,-57.79234088282101,-66.32633268565405,False,albert-xxlarge-v2,C
36,ac0351d8649fb60af40c5638061a2e21,What is a great place to lay in the sun?,"[{'label': 'A', 'text': 'in the basement'}, {'label': 'B', 'text': 'west'}, {'label': 'C', 'text': 'solar system'}, {'label': 'D', 'text': 'beach'}, {'label': 'E', 'text': 'beans'}]",D,-28.32493127696216,-26.430322414264083,-40.71074382215738,-16.180634628981352,-28.4011434558779,True,albert-xxlarge-v2,D
37,c8b18acf8e95172ff79b0a837e9369f3,Where would you find a seafood restaurant in the east coast of North America?,"[{'label': 'A', 'text': 'maine'}, {'label': 'B', 'text': 'boston'}, {'label': 'C', 'text': 'beach town'}, {'label': 'D', 'text': 'coastal cities'}, {'label': 'E', 'text': 'ocean'}]",A,-24.82534641493112,-25.54821398574859,-37.25599633902311,-31.994512559846044,-32.41913606971502,True,albert-xxlarge-v2,A
38,7a7ff4499a7162265ddac0c3e2e8e5fc,The president is the leader of what institution?,"[{'label': 'A', 'text': 'walmart'}, {'label': 'B', 'text': 'white house'}, {'label': 'C', 'text': 'country'}, {'label': 'D', 'text': 'corporation'}, {'label': 'E', 'text': 'government'}]",E,-33.34823130629957,-15.617090979591012,-22.025464970618486,-24.63561501726508,-17.715685430914164,False,albert-xxlarge-v2,B
39,fb721d7949d06915a2dd6fc6ec815325,Sitting to close while watching TV can cause what sort of pain?,"[{'label': 'A', 'text': 'brain problems'}, {'label': 'B', 'text': 'laziness'}, {'label': 'C', 'text': 'get fat'}, {'label': 'D', 'text': 'headache'}, {'label': 'E', 'text': 'laughter'}]",D,-48.9094247748144,-49.57393810967915,-55.28759901644662,-28.50466737151146,-39.73295011930168,True,albert-xxlarge-v2,D
40,47db2878d917ceb8d82627de4722a254,Where is a bald eagle safe?,"[{'label': 'A', 'text': 'pine tree'}, {'label': 'B', 'text': 'open country'}, {'label': 'C', 'text': 'in washington'}, {'label': 'D', 'text': 'wildlife refuge'}, {'label': 'E', 'text': 'sky'}]",D,-23.38679710496217,-24.43777241371572,-30.854758888483047,-24.02761118672788,-27.086689576506615,False,albert-xxlarge-v2,A
41,f03a340e093dbd5eea88feb6507ed20e,"The game promised it was free, but the child's parents soon found themselves doing what for microtransactions?","[{'label': 'A', 'text': 'costly'}, {'label': 'B', 'text': 'captive'}, {'label': 'C', 'text': 'contained'}, {'label': 'D', 'text': 'paying'}, {'label': 'E', 'text': 'caught'}]",D,-87.87112160772085,-89.55228033661842,-90.82490817457438,-74.98260213807225,-87.69504200667143,True,albert-xxlarge-v2,D
42,5f6296570569960a05c47a2a79656363,What kind of driving leads to accidents?,"[{'label': 'A', 'text': 'stressful'}, {'label': 'B', 'text': 'dangerous'}, {'label': 'C', 'text': 'fun'}, {'label': 'D', 'text': 'illegal'}, {'label': 'E', 'text': 'deadly'}]",B,-30.193153167143464,-14.417774168774486,-19.861540177604184,-15.338876882975455,-16.860063316242304,True,albert-xxlarge-v2,B
43,89586c4ab04f3133a2c7165322409c3d,What is eating too much dinner likely to result in?,"[{'label': 'A', 'text': 'tiredness'}, {'label': 'B', 'text': 'living longer'}, {'label': 'C', 'text': 'stomach ache'}, {'label': 'D', 'text': 'illness'}, {'label': 'E', 'text': 'acid reflux'}]",C,-26.925094662234187,-35.35094509483315,-23.58176009869203,-18.798060317523777,-14.746909172274172,False,albert-xxlarge-v2,E
44,98b176ac1c91370e079863d13c7dd964,What is a person chatting with friends likely hoping to accomplish?,"[{'label': 'A', 'text': 'gathering of information'}, {'label': 'B', 'text': 'communication'}, {'label': 'C', 'text': 'feel relaxed'}, {'label': 'D', 'text': 'kill boredom'}, {'label': 'E', 'text': 'social bonding'}]",E,-41.55625839252025,-32.654181093908846,-51.387006206437945,-60.59271549060941,-44.91638508904725,False,albert-xxlarge-v2,B
45,b13d110147ecf24562b64a69df4fe5ad,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?","[{'label': 'A', 'text': 'disneyland'}, {'label': 'B', 'text': 'snow'}, {'label': 'C', 'text': 'windowsill'}, {'label': 'D', 'text': 'street'}, {'label': 'E', 'text': 'summer'}]",D,-81.69490174693055,-84.90876044356264,-100.60568922106177,-83.98864906537347,-81.8136403535027,False,albert-xxlarge-v2,A
46,145f1ccce9aeab854f6514f927f58288,"A fox was thirsty searching for water during the drought, where was he?","[{'label': 'A', 'text': 'painting'}, {'label': 'B', 'text': 'hen house'}, {'label': 'C', 'text': 'california'}, {'label': 'D', 'text': 'virginia'}, {'label': 'E', 'text': 'movie hall'}]",C,-67.94903433322906,-71.77357173338532,-63.02032861858606,-63.416800167411566,-85.33011490106583,True,albert-xxlarge-v2,C
47,c428412a660f34965772a7389ce58e0a,What might be the result of a season of successful skiing?,"[{'label': 'A', 'text': 'finish line'}, {'label': 'B', 'text': 'broken bones'}, {'label': 'C', 'text': 'broken legs'}, {'label': 'D', 'text': 'chapped lips'}, {'label': 'E', 'text': 'healthy body'}]",E,-46.35614701639861,-40.00962158758193,-39.34858235344291,-35.96693970449269,-42.141765693202615,False,albert-xxlarge-v2,D
48,80f8afc17b5b5915a327240db8bc2a52,"The sensor would just the distance then set off an alarm, the installation expert explained it was called a what kind of sensor?","[{'label': 'A', 'text': 'near'}, {'label': 'B', 'text': 'closeness'}, {'label': 'C', 'text': 'here'}, {'label': 'D', 'text': 'proximity'}, {'label': 'E', 'text': 'this'}]",D,-121.20485332794487,-125.03506966028363,-123.54427500069141,-114.23400919511914,-124.34153763018548,True,albert-xxlarge-v2,D
49,a662c9971a497d601c5be888670d10ae,"The man was eating lunch, but rushed when he looked at his watch, why did he rush?","[{'label': 'A', 'text': 'gain weight'}, {'label': 'B', 'text': 'late for work'}, {'label': 'C', 'text': 'heartburn'}, {'label': 'D', 'text': 'bad breath'}, {'label': 'E', 'text': 'early for work'}]",B,-56.306760595180094,-36.4582180082798,-54.41456297785044,-50.04715593159199,-47.68873442709446,True,albert-xxlarge-v2,B
50,8bf8c8597dfc5e8ec72b486541338e33,"The evacuation became mandatory, so what came on the TV?","[{'label': 'A', 'text': 'advisory'}, {'label': 'B', 'text': 'mandate'}, {'label': 'C', 'text': 'soap opera'}, {'label': 'D', 'text': 'elective'}, {'label': 'E', 'text': 'optional'}]",A,-51.34237640351057,-60.17282810807228,-49.67741930671036,-58.74717351049185,-60.477870754897594,False,albert-xxlarge-v2,C
51,313b72ce5b14f3d0b86b91c7bc6497be,The person gave a good hands on what to show how to do the work?,"[{'label': 'A', 'text': 'demonstration'}, {'label': 'B', 'text': 'garage'}, {'label': 'C', 'text': 'building'}, {'label': 'D', 'text': 'barn'}, {'label': 'E', 'text': 'synagogue'}]",A,-112.38686555624008,-107.97116786241531,-108.20819061994553,-108.9050865471363,-111.01019272208214,False,albert-xxlarge-v2,B
52,6efbe0725841b961848b6935fe67a471,Where would you see some people doing jumping jacks?,"[{'label': 'A', 'text': 'military base'}, {'label': 'B', 'text': 'opera'}, {'label': 'C', 'text': 'water fountain'}, {'label': 'D', 'text': 'bus stop'}, {'label': 'E', 'text': 'church'}]",A,-43.98034842684865,-33.10631367750466,-54.76430629007518,-36.12587830796838,-31.0485480427742,False,albert-xxlarge-v2,E
53,4163cfdd31feb277084ceb3996b3a851,"The body guard was good at his duties, he made the person who hired him what?","[{'label': 'A', 'text': 'better job'}, {'label': 'B', 'text': 'irritated'}, {'label': 'C', 'text': 'feel safe'}, {'label': 'D', 'text': 'save money'}, {'label': 'E', 'text': 'headache'}]",C,-84.26494613476098,-80.70738302916288,-71.31524273566902,-78.61472263559699,-82.0754100382328,True,albert-xxlarge-v2,C
54,3f720c9ad7f3eb99400dd8c81fc269d8,"Learning languages is difficult.  Even in a full immersion environment you're likely to make mistakes, mistakes will cause misinterpretation, which will be uncomfortable, which will cause what?,","[{'label': 'A', 'text': 'better communication'}, {'label': 'B', 'text': 'overthinking'}, {'label': 'C', 'text': 'frustration'}, {'label': 'D', 'text': 'misunderstandings'}, {'label': 'E', 'text': 'headaches'}]",C,-110.16808695346117,-91.53616844117641,-87.90920552844182,-100.27688076917548,-93.70090199727565,True,albert-xxlarge-v2,C
55,4dbeeb50a01a3b5c9c76d1052c4b14ea,"Jim enjoyed killing people, but he did it too often and the cops found out.  What might the cops do to him?","[{'label': 'A', 'text': 'going to jail'}, {'label': 'B', 'text': 'going to prison'}, {'label': 'C', 'text': 'beat him up'}, {'label': 'D', 'text': 'get arrested'}, {'label': 'E', 'text': 'die'}]",D,-39.679421913810074,-42.2566097676754,-58.84720819629729,-48.983489414677024,-43.20988738629967,False,albert-xxlarge-v2,A
56,129014ff081296c3d9bbc338c5ff32db,Where is there usually a fiddle playing?,"[{'label': 'A', 'text': 'music store'}, {'label': 'B', 'text': 'dance hall'}, {'label': 'C', 'text': 'orchestra'}, {'label': 'D', 'text': 'symphony'}, {'label': 'E', 'text': 'tennessee'}]",C,-37.86967024952173,-34.914887701161206,-29.978003948926926,-37.570453682914376,-34.22252562455833,True,albert-xxlarge-v2,C
57,8f495e9bcd88ce23617197520442090c,What is the only was to recover from exhaustion?,"[{'label': 'A', 'text': 'mediate'}, {'label': 'B', 'text': 'have rest'}, {'label': 'C', 'text': 'stay in bed'}, {'label': 'D', 'text': 'run out of steam'}, {'label': 'E', 'text': 'go to sleep'}]",B,-64.62146504968405,-53.030768256634474,-35.75023964419961,-48.03048172034323,-35.119446594268084,False,albert-xxlarge-v2,E
58,6dc921840aa1e5dda3333b79007f630b,What would you do if you want to be able to earn money?,"[{'label': 'A', 'text': 'apply for job'}, {'label': 'B', 'text': 'stand in line'}, {'label': 'C', 'text': 'take care of proposals'}, {'label': 'D', 'text': 'pass course'}, {'label': 'E', 'text': 'play the lottery'}]",A,-19.468132556416094,-19.049374599941075,-33.0756604000926,-41.663377702236176,-21.747330700978637,False,albert-xxlarge-v2,B
59,c879e1677869c4d58102c608da805453,What is a grumpy person likely to have?,"[{'label': 'A', 'text': 'headache'}, {'label': 'B', 'text': 'understand themselves'}, {'label': 'C', 'text': 'compliments'}, {'label': 'D', 'text': 'own house'}, {'label': 'E', 'text': 'happiness'}]",A,-18.50295320060104,-50.76603754237294,-44.12778729945421,-51.31529839336872,-24.13680580444634,True,albert-xxlarge-v2,A
60,16699879d1f1b67f1664e78324cadd65,What do drugs do?,"[{'label': 'A', 'text': 'damage'}, {'label': 'B', 'text': 'cloud mind'}, {'label': 'C', 'text': 'lower i.q'}, {'label': 'D', 'text': 'cause illness'}, {'label': 'E', 'text': 'cause accidents'}]",E,-13.753093495965004,-34.07018417911604,-40.30976496078074,-14.45874604023993,-18.416117306798697,False,albert-xxlarge-v2,A
61,a7c9d4f6be3bb973c4ebecb1e841b3ac,A beaver can destroy a machines functionality if they build their dam in this?,"[{'label': 'A', 'text': 'strip club'}, {'label': 'B', 'text': 'pocket'}, {'label': 'C', 'text': 'millpond'}, {'label': 'D', 'text': 'ontario'}, {'label': 'E', 'text': 'lake or river'}]",C,-125.28280092775822,-110.2114395648241,-114.90567775070667,-109.47241768240929,-88.81639462709427,False,albert-xxlarge-v2,E
62,9f84a7225b5da1e119ae54919f38ba79,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?","[{'label': 'A', 'text': 'reach tentative agreement'}, {'label': 'B', 'text': 'suicide'}, {'label': 'C', 'text': 'examine thing'}, {'label': 'D', 'text': 'commit murder'}, {'label': 'E', 'text': 'stay in bed'}]",A,-77.9863676216919,-61.668678562156856,-71.44526385515928,-72.05279579339549,-63.73919777572155,False,albert-xxlarge-v2,B
63,70a97a0079878b3a46080d00a4e118fb,Where could a fungus grow and not be disturbed by sunlight?,"[{'label': 'A', 'text': 'under rocks'}, {'label': 'B', 'text': 'manhattan'}, {'label': 'C', 'text': 'toenails'}, {'label': 'D', 'text': 'grocery store'}, {'label': 'E', 'text': 'fallen tree'}]",A,-21.09810927323997,-25.0607623597607,-40.23649519868195,-35.56896804552525,-33.68906175903976,True,albert-xxlarge-v2,A
